cve_id,published,id_year,keyword_tier,bm25_score,cvss3_score,cvss3_version,cvss3_source,cvss4_score,cwes,in_keyword,in_bm25,in_intersection,owasp,text_snippet
CVE-2025-31564,2025-04-01,2025,adversarial,36.6528,8.5,3.1,Secondary,,CWE-89,True,True,True,,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in aitool Ai Auto Tool Content Writing Assistant (Gemini Writer, ChatGPT ) All in One ai-auto-tool al"
CVE-2025-31818,2025-04-01,2025,,9.55018,6.5,3.1,Secondary,,CWE-79,False,True,False,,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ContentBot.ai ContentBot AI Writer content-bot allows Stored XSS.This issue affects ContentBot AI 
CVE-2025-31843,2025-04-01,2025,adversarial,14.7042,4.3,3.1,Secondary,,CWE-862,True,True,True,,Missing Authorization vulnerability in Wilson OpenAI Tools for WordPress & WooCommerce openai-tools-for-wp-wc allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects
CVE-2025-32217,2025-04-04,2025,,9.32121,5.4,3.1,Secondary,,CWE-862,False,True,False,,Missing Authorization vulnerability in WP Messiah Ai Image Alt Text Generator for WP ai-image-alt-text-generator-for-wp allows Exploiting Incorrectly Configured Access Control Security Levels.This iss
CVE-2025-32228,2025-04-10,2025,,9.19868,4.3,3.1,Secondary,,CWE-497,False,True,False,,Exposure of Sensitive System Information to an Unauthorized Control Sphere vulnerability in WP Messiah Ai Image Alt Text Generator for WP ai-image-alt-text-generator-for-wp allows Retrieve Embedded Se
CVE-2025-32247,2025-04-04,2025,,9.6556,5.4,3.1,Secondary,,CWE-352,False,True,False,,Cross-Site Request Forgery (CSRF) vulnerability in ABCdatos AI Content Creator ai-content-creator allows Cross Site Request Forgery.This issue affects AI Content Creator: from n/a through <= 1.2.6. 
CVE-2025-3225,2025-07-07,2025,adversarial,23.8395,7.5,3.0,Secondary,,CWE-776,True,True,True,LLM10_Unbounded_Consumption,"An XML Entity Expansion vulnerability, also known as a 'billion laughs' attack, exists in the sitemap parser of the run-llama/llama_index repository, specifically affecting version v0.12.21. This vuln"
CVE-2025-32375,2025-04-09,2025,adversarial,23.416,9.8,3.1,Primary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,"BentoML is a Python library for building online serving systems optimized for AI apps and model inference. Prior to 1.4.8, there was an insecure deserialization in BentoML's runner server. By setting "
CVE-2025-32377,2025-04-18,2025,adversarial,13.9354,6.5,3.1,Secondary,,CWE-306,True,True,True,,"Rasa Pro is a framework for building scalable, dynamic conversational AI assistants that integrate large language models (LLMs). A vulnerability has been identified in Rasa Pro where voice connectors "
CVE-2025-32381,2025-04-09,2025,adversarial,19.4497,6.5,3.1,Secondary,,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"XGrammar is an open-source library for efficient, flexible, and portable structured generation. Prior to 0.1.18, Xgrammar includes a cache for compiled grammars to increase performance with repeated u"
CVE-2025-32383,2025-04-10,2025,adversarial,31.6474,7.2,3.1,Primary,,CWE-94,True,True,True,LLM03_Supply_Chain,MaxKB (Max Knowledge Base) is an open source knowledge base question-answering system based on a large language model and retrieval-augmented generation (RAG). A reverse shell vulnerability exists in 
CVE-2025-32392,2026-06-18,2025,adversarial,12.2383,,,,8.7,CWE-400,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.63, AutoGPT's LoopVideoBLock allows users to input a video file "
CVE-2025-32393,2026-02-05,2025,adversarial,13.7763,6.5,3.1,Primary,8.7,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a platform that allows users to create, deploy, and manage continuous artificial intelligence agents that automate complex workflows. Prior to autogpt-platform-beta-v0.6.32, there is a DoS "
CVE-2025-32394,2026-06-26,2025,adversarial,10.3443,,,,5.3,CWE-405|CWE-770,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.32, there is a DoS vulnerability in AITextSummarizerBlock. Malic"
CVE-2025-32422,2026-06-18,2025,adversarial,8.32969,,,,8.7,CWE-400,True,False,False,,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.63, `StepThroughItemsBlock` can iterate all the contents in a li"
CVE-2025-32423,2026-06-26,2025,adversarial,10.3443,,,,5.3,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.32, there is a DoS vulnerability in ExtractTextInformationBlock."
CVE-2025-32424,2026-06-18,2025,adversarial,9.24868,,,,8.7,CWE-400,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.63, ScreenshotWebPageBlock will store the captured screenshots i"
CVE-2025-32425,2026-05-13,2025,adversarial,14.3093,5.5,3.1,Primary,5.1,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"AutoGPT is a platform that allows users to create, deploy, and manage continuous artificial intelligence agents that automate complex workflows. In AutoGPT, the execution process is recorded to the co"
CVE-2025-32434,2025-04-18,2025,supply_chain,14.6121,9.8,3.1,Primary,9.3,CWE-502,True,True,True,LLM03_Supply_Chain,"PyTorch is a Python package that provides tensor computation with strong GPU acceleration and deep neural networks built on a tape-based autograd system. In version 2.5.1 and prior, a Remote Command E"
CVE-2025-32436,2026-06-18,2025,adversarial,8.49858,,,,7.1,CWE-400,True,False,False,,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.63, `AddAudioToVideoBlock` will download and store the video and"
CVE-2025-32437,2026-06-18,2025,adversarial,8.56807,,,,8.7,CWE-400,True,False,False,,"AutoGPT is a workflow automation platform for creating, deploying, and managing continuous artificial intelligence agents. Prior to 0.6.63, `MediaDurationBlock` will download and store the video in a "
CVE-2025-32444,2025-04-30,2025,adversarial,23.0598,9.8,3.1,Primary,,CWE-502,True,True,True,LLM03_Supply_Chain,"vLLM is a high-throughput and memory-efficient inference and serving engine for LLMs. Versions starting from 0.6.5 and prior to 0.8.5, having vLLM integration with mooncake, are vulnerable to remote c"
CVE-2025-3262,2025-07-07,2025,adversarial,14.5761,7.5,3.1,Primary,,CWE-1333,True,True,True,LLM10_Unbounded_Consumption,"A Regular Expression Denial of Service (ReDoS) vulnerability was discovered in the huggingface/transformers repository, specifically in version 4.49.0. The vulnerability is due to inefficient regular "
CVE-2025-3263,2025-07-07,2025,adversarial,23.5935,5.3,3.0,Secondary,,CWE-1333,True,True,True,LLM10_Unbounded_Consumption,"A Regular Expression Denial of Service (ReDoS) vulnerability was discovered in the Hugging Face Transformers library, specifically in the `get_configuration_file()` function within the `transformers.c"
CVE-2025-3264,2025-07-07,2025,adversarial,20.8931,5.3,3.0,Secondary,,CWE-1333,True,True,True,LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"A Regular Expression Denial of Service (ReDoS) vulnerability was discovered in the Hugging Face Transformers library, specifically in the `get_imports()` function within `dynamic_module_utils.py`. Thi"
CVE-2025-32779,2025-04-15,2025,adversarial,6.28434,6.5,3.1,Secondary,,CWE-22,True,False,False,,"E.D.D.I (Enhanced Dialog Driven Interface) is a middleware to connect and manage LLM API bots. In versions before 5.5.0, an attacker with access to the `/backup/import` API endpoint can write arbitrar"
CVE-2025-32790,2025-04-18,2025,adversarial,25.9139,4.3,3.1,Primary,,CWE-284,True,True,True,,"Dify is an open-source LLM app development platform. In versions 0.6.8 and prior, a vulnerability was identified in the DIFY AI where normal users are improperly granted permissions to export APP DSL."
CVE-2025-32795,2025-04-18,2025,adversarial,19.8413,6.5,3.1,Secondary,,CWE-284,True,True,True,,"Dify is an open-source LLM app development platform. Prior to version 0.6.12, a vulnerability was identified in the DIFY where normal users are improperly granted permissions to edit APP names, descri"
CVE-2025-32796,2025-04-18,2025,adversarial,19.0065,6.5,3.1,Primary,,CWE-284|CWE-863,True,True,True,,"Dify is an open-source LLM app development platform. Prior to version 0.6.12, a vulnerability was identified in the DIFY where normal users can enable or disable apps through the API, even though the "
CVE-2025-33178,2025-11-11,2025,adversarial,14.7021,7.8,3.1,Secondary,,CWE-94,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,NVIDIA NeMo Framework for all platforms contains a vulnerability in the bert services component where malicious data created by an attacker may cause a code injection. A successful exploit of this vul
CVE-2025-33201,2025-12-03,2025,adversarial,21.2792,7.5,3.1,Secondary,,CWE-754,True,True,True,LLM10_Unbounded_Consumption,NVIDIA Triton Inference Server contains a vulnerability where an attacker may cause an improper check for unusual or exceptional conditions issue by sending extra large payloads. A successful exploit 
CVE-2025-33202,2025-11-11,2025,adversarial,20.8255,6.5,3.1,Secondary,,CWE-121,True,True,True,LLM10_Unbounded_Consumption,NVIDIA Triton Inference Server for Linux and Windows contains a vulnerability where an attacker could cause a stack overflow by sending extra-large payloads. A successful exploit of this vulnerability
CVE-2025-33203,2025-11-25,2025,adversarial,11.9356,7.6,3.1,Secondary,,CWE-918,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM05_Improper_Output_Handling|LLM10_Unbounded_Consumption,NVIDIA NeMo Agent Toolkit UI for Web contains a vulnerability in the chat API endpoint where an attacker may cause a Server-Side Request Forgery. A successful exploit of this vulnerability may lead to
CVE-2025-33204,2025-11-25,2025,adversarial,23.0519,7.8,3.1,Secondary,,CWE-94,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the NLP and LLM components, where malicious data created by an attacker could cause code injection. A successful exploit of this vul"
CVE-2025-33205,2025-11-25,2025,adversarial,14.9661,7.3,3.1,Secondary,,CWE-829,True,True,True,LLM03_Supply_Chain,"NVIDIA NeMo framework contains a vulnerability in a predefined variable, where an attacker could cause inclusion of functionality from an untrusted control sphere by use of a predefined variable. A su"
CVE-2025-33211,2025-12-03,2025,,10.8201,7.5,3.1,Secondary,,CWE-1284,False,True,False,,NVIDIA Triton Server for Linux contains a vulnerability where an attacker may cause an improper validation of specified quantity in input. A successful exploit of this vulnerability may lead to denial
CVE-2025-33212,2025-12-16,2025,adversarial,14.5991,7.8,3.1,Primary,,CWE-502,True,True,True,LLM03_Supply_Chain|LLM10_Unbounded_Consumption,NVIDIA NeMo Framework contains a vulnerability in model loading that could allow an attacker to exploit improper control mechanisms if a user loads a maliciously crafted file. A successful exploit of 
CVE-2025-33226,2025-12-16,2025,adversarial,14.9661,7.8,3.1,Secondary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,NVIDIA NeMo Framework for all platforms contains a vulnerability where malicious data created by an attacker may cause a code injection. A successful exploit of this vulnerability may lead to code exe
CVE-2025-33236,2026-02-18,2025,adversarial,15.1842,7.8,3.1,Secondary,,CWE-94,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,"NVIDIA NeMo Framework contains a vulnerability where malicious data created by an attacker could cause code injection. A successful exploit of this vulnerability might lead to code execution, escalati"
CVE-2025-33238,2026-03-24,2025,adversarial,23.1724,7.5,3.1,Secondary,,CWE-362,True,True,True,LLM10_Unbounded_Consumption,NVIDIA Triton Inference Server Sagemaker HTTP server contains a vulnerability where an attacker may cause an exception. A successful exploit of this vulnerability may lead to denial of service. cpe:2.
CVE-2025-33241,2026-02-18,2025,adversarial,15.02,7.8,3.1,Secondary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution by loading a maliciously crafted file. A successful exploit of this vulnerability might lead to code 
CVE-2025-33243,2026-02-18,2025,adversarial,15.1842,7.8,3.1,Secondary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,"NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution in distributed environments. A successful exploit of this vulnerability might lead to code execution,"
CVE-2025-33244,2026-03-24,2025,,10.3465,9,3.1,Secondary,,CWE-502,False,True,False,,NVIDIA APEX for Linux contains a vulnerability where an unauthorized attacker could cause a deserialization of untrusted data. This vulnerability affects environments that use PyTorch versions earlier
CVE-2025-33245,2026-02-18,2025,adversarial,15.352,8.8,3.1,Primary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain,"NVIDIA NeMo Framework contains a vulnerability where malicious data could cause remote code execution. A successful exploit of this vulnerability might lead to code execution, escalation of privileges"
CVE-2025-33246,2026-02-18,2025,adversarial,14.4976,7.8,3.1,Secondary,,CWE-77,True,True,True,LLM02_Sensitive_Info_Disclosure,"NVIDIA NeMo Framework for all platforms contains a vulnerability in the ASR Evaluator utility, where a user could cause a command injection by supplying crafted input to a configuration parameter. A s"
CVE-2025-33249,2026-02-18,2025,adversarial,14.7021,7.8,3.1,Secondary,,CWE-77,True,True,True,LLM02_Sensitive_Info_Disclosure,"NVIDIA NeMo Framework for all platforms contains a vulnerability in a voice-preprocessing script, where malicious input created by an attacker could cause a code injection. A successful exploit of thi"
CVE-2025-33250,2026-02-18,2025,adversarial,15.352,7.8,3.1,Secondary,,CWE-94,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution. A successful exploit of this vulnerability might lead to code execution, denial of service, informat"
CVE-2025-33251,2026-02-18,2025,adversarial,15.352,7.8,3.1,Secondary,,CWE-94,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution. A successful exploit of this vulnerability might lead to code execution, denial of service, informat"
CVE-2025-33252,2026-02-18,2025,adversarial,15.352,7.8,3.1,Secondary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution. A successful exploit of this vulnerability might lead to code execution, denial of service, informat"
CVE-2025-33253,2026-02-18,2025,adversarial,14.8066,7.3,3.1,Primary,,CWE-502,True,True,True,LLM02_Sensitive_Info_Disclosure|LLM03_Supply_Chain|LLM10_Unbounded_Consumption,NVIDIA NeMo Framework contains a vulnerability where an attacker could cause remote code execution by convincing a user to load a maliciously crafted file. A successful exploit of this vulnerability m
CVE-2025-33254,2026-03-24,2025,adversarial,23.3106,7.5,3.1,Secondary,,CWE-362,True,True,True,LLM10_Unbounded_Consumption,NVIDIA Triton Inference Server contains a vulnerability where an attacker may cause internal state corruption. A successful exploit of this vulnerability may lead to a denial of service. cpe:2.3:a:nvi
CVE-2025-33255,2026-05-20,2025,adversarial,8.62874,9.8,3.1,Primary,,CWE-502,True,False,False,,"NVIDIA TRT-LLM for any platform contains a vulnerability in MPI server, where an attacker could cause an unsafe deserialization. A successful exploit of this vulnerability might lead to code execution"
CVE-2025-34072,2025-07-02,2025,adversarial,15.4799,,,,9.3,CWE-20|CWE-200,True,True,True,LLM02_Sensitive_Info_Disclosure,A data exfiltration vulnerability exists in Anthropic’s deprecated Slack Model Context Protocol (MCP) Server via automatic link unfurling. When an AI agent using the Slack MCP Server processes untrust
CVE-2025-34267,2025-10-14,2025,adversarial,9.98261,9.9,3.1,Primary,8.4,CWE-77,True,True,True,,Flowise v3.0.1 < 3.0.8 and all versions after with 'ALLOW_BUILTIN_DEP' enabled contain an authenticated remote code execution vulnerability and node VM sandbox escape due to insecure use of integrated
CVE-2025-3466,2025-07-07,2025,adversarial,20.2256,7.2,3.1,Primary,,CWE-1100,True,True,True,,"langgenius/dify versions 1.1.0 to 1.1.2 are vulnerable to unsanitized input in the code node, allowing execution of arbitrary code with full root permissions. The vulnerability arises from the ability"
CVE-2025-3467,2025-07-07,2025,adversarial,13.5538,5.4,3.1,Primary,,CWE-79,True,True,True,LLM05_Improper_Output_Handling,"An XSS vulnerability exists in langgenius/dify versions prior to 1.1.3, specifically affecting Firefox browsers. This vulnerability allows an attacker to obtain the administrator's token by sending a "
CVE-2025-35041,2025-09-22,2025,,9.43881,7.5,3.1,Secondary,7.7,CWE-307,False,True,False,,Airship AI Acropolis allows unlimited MFA attempts for 15 minutes after a user has logged in with valid credentials. A remote attacker with valid credentials could brute-force the 6-digit MFA code. Fi
CVE-2025-35042,2025-09-22,2025,,9.70066,9.8,3.1,Secondary,9.3,CWE-1392,False,True,False,,Airship AI Acropolis includes a default administrative account that uses the same credentials on every installation. Instances of Airship AI that do not change this account password are vulnerable to 
CVE-2025-3578,2025-04-15,2025,adversarial,6.86932,,,,9.3,CWE-1039,True,False,False,,"A malicious, authenticated user in Aidex, versions prior to 1.7, could list credentials of other users, create or modify existing users in the application, list credentials of users in production or d"
CVE-2025-3579,2025-04-15,2025,adversarial,8.63217,,,,9.3,CWE-94,True,False,False,,"In versions prior to Aidex 1.7, an authenticated malicious user, taking advantage of an open registry, could execute unauthorised commands within the system. This includes executing operating system ("
CVE-2025-36730,2025-10-14,2025,adversarial,10.4223,,,,4.6,,True,True,True,LLM01_Prompt_Injection,A prompt injection vulnerability exists in Windsurft version 1.10.7 in Write mode using SWE-1 model. It is possible to create a file name that will be appended to the user prompt causing Windsurf to 
CVE-2025-3730,2025-04-16,2025,,16.5068,5.5,3.1,Primary,4.8,CWE-404,False,True,False,,"A vulnerability, which was classified as problematic, was found in PyTorch 2.6.0. Affected is the function torch.nn.functional.ctc_loss of the file aten/src/ATen/native/LossCTC.cpp. The manipulation l"
CVE-2025-3777,2025-07-07,2025,adversarial,22.7078,3.5,3.0,Secondary,,CWE-20,True,True,True,,Hugging Face Transformers versions up to 4.49.0 are affected by an improper input validation vulnerability in the `image_utils.py` file. The vulnerability arises from insecure URL validation using the
CVE-2025-3933,2025-07-11,2025,adversarial,21.8009,5.3,3.1,Primary,,CWE-1333,True,True,True,LLM10_Unbounded_Consumption,"A Regular Expression Denial of Service (ReDoS) vulnerability was discovered in the Hugging Face Transformers library, specifically within the DonutProcessor class's `token2json()` method. This vulnera"
CVE-2025-39554,2025-04-17,2025,,9.52419,6.5,3.1,Secondary,,CWE-862,False,True,False,,Missing Authorization vulnerability in Elliot Sowersby / RelyWP AI Text to Speech ai-text-to-speech allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects AI Text t
CVE-2025-39583,2025-04-17,2025,,10.0922,7.1,3.1,Secondary,,CWE-862,False,True,False,,Missing Authorization vulnerability in Bertha AI – Andrew Palmer BERTHA AI bertha-ai-free allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects BERTHA AI: from n/a
CVE-2025-40057,2025-10-28,2025,,9.78137,,,,,,False,True,False,,"In the Linux kernel, the following vulnerability has been resolved: ptp: Add a upper bound on max_vclocks syzbot reported WARNING in max_vclocks_store. This occurs when the argument max is too larg"
CVE-2025-4081,2025-05-29,2025,,9.88358,,,,4.8,CWE-276,False,True,False,,"Use of entitlement ""com.apple.security.cs.disable-library-validation"" and lack of launch and library load constraints allows to substitute a legitimate dylib with malicious one. A local attacker with "
CVE-2025-41023,2026-02-19,2025,adversarial,12.0723,,,,6.9,CWE-287,True,True,True,,"An authentication bypass vulnerability has been found in Thesamur's AutoGPT. This vulnerability allows an attacker to bypass authentication mechanisms. Once inside the web application, the attacker ca"
CVE-2025-41258,2026-03-18,2025,,14.8069,8,3.1,Secondary,,CWE-284,False,True,False,,LibreChat version 0.8.1-rc2 uses the same JWT secret for the user session mechanism and RAG API which compromises the service-level authentication of the RAG API. cpe:2.3:a:librechat:librechat:0.8.1:r
CVE-2025-41647,2025-06-25,2025,,11.1341,5.5,3.1,Secondary,,CWE-312,False,True,False,,"A local, low-privileged attacker can learn the password of the connected controller in PLC Designer V4 due to an incorrect implementation that results in the password being displayed in plain text und"
CVE-2025-41708,2025-09-08,2025,,11.3346,7.4,3.1,Secondary,,CWE-319,False,True,False,,Due to an unsecure default configuration HTTP is used instead of HTTPS for the web interface. An unauthenticated attacker on the same network could exploit this to learn sensitive data during transmis
CVE-2025-41716,2025-09-24,2025,,11.758,5.3,3.1,Secondary,,CWE-306,False,True,False,,The web application allows an unauthenticated remote attacker to learn information about existing user accounts with their corresponding role due to missing authentication for critical function. 
CVE-2025-43450,2025-11-04,2025,,9.7538,7.5,3.1,Secondary,,CWE-284,False,True,False,,"A logic issue was addressed with improved checks. This issue is fixed in iOS 18.7.2 and iPadOS 18.7.2, iOS 26.1 and iPadOS 26.1. An app may be able to learn information about the current camera view b"
CVE-2025-43714,2025-05-19,2025,adversarial,24.1106,6.5,3.1,Secondary,,CWE-77,True,True,True,,"The ChatGPT system through 2025-03-30 performs inline rendering of SVG documents (instead of, for example, rendering them as text inside a code block), which enables HTML injection within most modern "
CVE-2025-43854,2025-04-28,2025,adversarial,22.1867,6.1,3.1,Primary,2.3,CWE-1021,True,True,True,,"DIFY is an open-source LLM app development platform. Prior to version 1.3.0, a clickjacking vulnerability was found in the default setup of the DIFY application, allowing malicious actors to trick use"
CVE-2025-43862,2025-04-25,2025,adversarial,18.0464,7.6,3.1,Secondary,,CWE-284|CWE-862,True,True,True,,"Dify is an open-source LLM app development platform. Prior to version 0.6.12, a normal user is able to access and modify APP orchestration, even though the web UI of APP orchestration is not presented"
CVE-2025-4412,2025-05-27,2025,,10.1986,,,,4.8,CWE-276,False,True,False,,"On macOS systems, by utilizing a Launch Agent and loading the viscosity_openvpn process from the application bundle, it is possible to load a dynamic library with Viscosity's TCC (Transparency, Consen"
CVE-2025-44779,2025-08-07,2025,adversarial,17.3005,6.6,3.1,Secondary,,CWE-20|CWE-552,True,True,True,,An issue in Ollama v0.1.33 allows attackers to delete arbitrary files via sending a crafted packet to the endpoint /api/pull. cpe:2.3:a:ollama:ollama:0.1.33:-:*:*:*:*:*:*
CVE-2025-45146,2025-08-11,2025,adversarial,8.97869,9.8,3.1,Secondary,,CWE-502,True,False,False,,ModelCache for LLM through v0.2.0 was discovered to contain an deserialization vulnerability via the component /manager/data_manager.py. This vulnerability allows attackers to execute arbitrary code v
CVE-2025-45150,2025-08-01,2025,adversarial,14.5843,9.8,3.1,Secondary,,CWE-732,True,True,True,LLM06_Excessive_Agency,Insecure permissions in LangChain-ChatGLM-Webui commit ef829 allows attackers to arbitrarily view and download sensitive files via supplying a crafted request. cpe:2.3:a:x-d_lab:langchain-chatglm-webu
CVE-2025-45809,2025-07-03,2025,adversarial,16.7919,5.4,3.1,Secondary,,CWE-89,True,True,True,,"SQL Injection vulnerability in BerriAI LiteLLM before 1.81.0 allows attackers to execute arbitrary commands via the key parameter to the ""/key/block"" and ""/key/unblock"" API endpoints. cpe:2.3:a:litell"
CVE-2025-46059,2025-07-29,2025,adversarial,28.4555,9.8,3.1,Secondary,,CWE-94,True,True,True,LLM01_Prompt_Injection|LLM03_Supply_Chain,langchain-ai v0.3.51 was discovered to contain an indirect prompt injection vulnerability in the GmailToolkit component. This vulnerability allows attackers to execute arbitrary code and compromise th
CVE-2025-46148,2025-09-25,2025,,15.0544,5.3,3.1,Secondary,,,False,True,False,,"In PyTorch through 2.6.0, when eager is used, nn.PairwiseDistance(p=2) produces incorrect results. cpe:2.3:a:linuxfoundation:pytorch:*:*:*:*:*:python:*:*"
CVE-2025-46149,2025-09-25,2025,,15.1133,5.3,3.1,Secondary,,CWE-617,False,True,False,,"In PyTorch before 2.7.0, when inductor is used, nn.Fold has an assertion error. cpe:2.3:a:linuxfoundation:pytorch:*:*:*:*:*:python:*:*"
CVE-2025-46150,2025-09-25,2025,,15.1727,5.3,3.1,Secondary,,,False,True,False,,"In PyTorch before 2.7.0, when torch.compile is used, FractionalMaxPool2d has inconsistent results. cpe:2.3:a:linuxfoundation:pytorch:*:*:*:*:*:python:*:*"
CVE-2025-46152,2025-09-25,2025,,14.8804,5.3,3.1,Secondary,,CWE-787,False,True,False,,"In PyTorch before 2.7.0, bitwise_right_shift produces incorrect output for certain out-of-bounds values of the ""other"" argument. cpe:2.3:a:linuxfoundation:pytorch:*:*:*:*:*:python:*:*"
CVE-2025-46153,2025-09-25,2025,,14.0161,5.3,3.1,Secondary,,CWE-1176,False,True,False,,"PyTorch before 3.7.0 has a bernoulli_p decompose function in decompositions.py even though it lacks full consistency with the eager CPU implementation, negatively affecting nn.Dropout1d, nn.Dropout2d,"
CVE-2025-46232,2025-04-22,2025,,9.44704,8.8,3.1,Primary,,CWE-862,False,True,False,,Missing Authorization vulnerability in alttextai Download Alt Text AI alttext-ai allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Download Alt Text AI: from n
CVE-2025-46560,2025-04-30,2025,adversarial,21.5507,7.5,3.1,Primary,,CWE-1333,True,True,True,LLM10_Unbounded_Consumption,vLLM is a high-throughput and memory-efficient inference and serving engine for LLMs. Versions starting from 0.8.0 and prior to 0.8.5 are affected by a critical performance vulnerability in the input 
CVE-2025-46567,2025-05-01,2025,adversarial,14.1602,7.8,3.1,Primary,,CWE-502,True,True,True,LLM03_Supply_Chain|LLM04_Data_Model_Poisoning,"LLama Factory enables fine-tuning of large language models. Prior to version 1.0.0, a critical vulnerability exists in the `llamafy_baichuan2.py` script of the LLaMA-Factory project. The script perfor"
CVE-2025-46570,2025-05-29,2025,adversarial,23.2047,2.6,3.1,Secondary,,CWE-203|CWE-208,True,True,True,,"vLLM is an inference and serving engine for large language models (LLMs). Prior to version 0.9.0, when a new prompt is processed, if the PageAttention mechanism finds a matching prefix chunk, the pref"
CVE-2025-46571,2025-05-05,2025,adversarial,9.54421,5.4,3.1,Primary,5.3,CWE-79,True,True,True,LLM05_Improper_Output_Handling,"Open WebUI is a self-hosted artificial intelligence platform designed to operate entirely offline. Prior to version 0.6.6, low privileged users can upload HTML files which contain JavaScript code via "
CVE-2025-46719,2025-05-05,2025,adversarial,8.44688,5.4,3.1,Primary,5.4,CWE-79,True,False,False,,"Open WebUI is a self-hosted artificial intelligence platform designed to operate entirely offline. Prior to version 0.6.6, a vulnerability in the way certain html tags in chat messages are rendered al"
CVE-2025-46722,2025-05-29,2025,adversarial,20.9172,7.3,3.1,Primary,,CWE-1023|CWE-1288,True,True,True,LLM02_Sensitive_Info_Disclosure,"vLLM is an inference and serving engine for large language models (LLMs). In versions starting from 0.7.0 to before 0.9.0, in the file vllm/multimodal/hasher.py, the MultiModalHasher class has a secur"
CVE-2025-46724,2025-05-20,2025,adversarial,18.8524,9.8,3.1,Secondary,,CWE-94,True,True,True,LLM03_Supply_Chain,"Langroid is a Python framework to build large language model (LLM)-powered applications. Prior to version 0.53.15, `TableChatAgent` uses `pandas eval()`. If fed by untrusted user input, like the case "
CVE-2025-46725,2025-05-20,2025,adversarial,15.8609,9.8,3.1,Primary,8.1,CWE-94,True,True,True,LLM03_Supply_Chain,"Langroid is a Python framework to build large language model (LLM)-powered applications. Prior to version 0.53.15, `LanceDocChatAgent` uses pandas eval() through `compute_from_docs()`. As a result, an"
CVE-2025-46726,2025-05-05,2025,adversarial,8.13075,9.1,3.1,Primary,7.8,CWE-611,True,False,False,,"Langroid is a framework for building large-language-model-powered applications. Prior to version 0.53.4, a LLM application leveraging `XMLToolMessage` class may be exposed to untrusted XML input that "
CVE-2025-46814,2025-05-06,2025,,9.30276,7.5,3.1,Primary,,CWE-74,False,True,False,,"FastAPI Guard is a security library for FastAPI that provides middleware to control IPs, log requests, and detect penetration attempts. An HTTP header injection vulnerability has been identified in ve"
